order_id,customer_id,order_date,total_amount
27454,893,2023-07-25,122.87
27455,727,2024-03-04,362.48
27456,510,2024-06-18,948.43
27457,275,2024-07-02,748.78
27458,624,2024-01-31,823.44
27459,836,2024-06-27,852.27
27460,254,2023-12-27,117.46
27461,601,2024-02-21,163.68
27462,825,2023-12-31,920.77
27463,586,2024-06-20,451.96
27464,817,2024-06-26,813.63
27465,50,2023-12-24,483.54
27466,173,2023-08-18,136.09
27467,38,2024-03-08,533.47
27468,802,2024-04-29,312.72
27469,15,2024-03-23,741.2
27470,722,2023-09-06,893.16
27471,567,2024-03-07,810.56
27472,334,2023-08-04,769.59
27473,656,2023-11-28,595.62
27474,76,2023-09-16,827.03
27475,562,2024-07-06,106.2
27476,645,2024-02-23,13.29
27477,743,2023-10-01,592.11
27478,958,2024-02-23,37.6
27479,528,2024-06-06,387.08
27480,713,2024-06-03,776.7
27481,590,2023-12-05,667.55
27482,421,2023-11-29,108.51
27483,909,2023-08-08,363.98
27484,215,2024-06-12,815.06
27485,311,2024-02-16,111.36
27486,96,2024-01-30,943.0
27487,186,2023-07-30,159.88
27488,276,2024-04-02,284.31
27489,910,2024-04-14,984.81
27490,462,2023-07-25,736.07
27491,400,2023-07-29,500.5
27492,518,2023-10-27,327.73
27493,850,2024-04-18,761.15
27494,471,2024-04-28,883.36
27495,505,2023-12-16,432.03
27496,889,2024-01-15,274.54
27497,299,2024-04-22,697.75
27498,268,2024-06-20,851.52
27499,523,2024-01-30,124.48
27500,119,2024-03-12,517.97
27501,425,2024-02-08,850.82
27502,22,2023-12-18,856.02
27503,186,2023-11-25,221.51
27504,405,2024-06-04,760.24
27505,941,2023-08-01,827.76
27506,479,2024-04-30,478.76
27507,926,2024-02-23,196.51
27508,349,2023-07-31,320.4
27509,644,2024-04-30,248.44
27510,584,2023-12-04,602.7
27511,902,2024-01-07,375.2
27512,494,2023-11-14,387.64
27513,596,2024-05-31,130.8
27514,177,2024-05-08,194.85
27515,809,2024-06-18,110.18
27516,132,2024-05-04,301.51
27517,54,2024-03-24,946.92
27518,501,2023-10-10,980.81
27519,796,2024-07-01,288.83
27520,917,2024-01-21,202.32
27521,331,2024-05-04,459.5
27522,696,2023-09-11,174.69
27523,122,2024-04-12,600.0
27524,485,2023-07-19,146.9
27525,74,2023-08-02,828.14
27526,633,2024-02-06,259.23
27527,284,2024-02-01,560.0
27528,974,2023-10-23,476.0
27529,972,2023-12-23,995.07
27530,987,2023-07-29,819.68
27531,708,2023-11-30,92.76
27532,936,2023-10-26,149.34
27533,176,2024-07-12,868.44
27534,332,2023-09-13,257.54
27535,851,2023-09-21,99.12
27536,907,2024-07-07,689.5
27537,4,2024-04-15,122.94
27538,747,2024-02-09,452.29
27539,773,2023-12-23,842.8
27540,470,2024-04-14,864.17
27541,920,2023-10-01,573.37
27542,764,2023-10-07,69.51
27543,183,2024-06-30,678.29
27544,180,2023-07-29,420.81
27545,449,2023-12-22,30.29
27546,538,2024-05-26,282.75
27547,410,2024-01-16,55.3
27548,315,2024-06-28,605.43
27549,183,2023-09-06,418.59
27550,685,2023-09-19,467.09
27551,69,2024-03-27,845.7
27552,944,2023-12-28,939.89
27553,641,2024-03-10,225.94
27554,569,2023-08-14,770.87
27555,292,2024-01-26,59.16
27556,253,2023-08-12,935.5
27557,276,2023-10-24,653.87
27558,209,2024-01-27,533.68
27559,763,2024-05-20,885.15
27560,943,2024-05-25,894.22
27561,383,2024-04-03,380.77
27562,552,2024-06-19,371.78
27563,761,2023-11-11,55.73
27564,310,2023-12-26,303.36
27565,500,2024-03-09,193.48
27566,251,2023-10-27,107.15
27567,677,2023-12-09,652.17
27568,293,2023-11-05,93.82
27569,366,2024-01-01,507.55
27570,853,2023-09-30,456.96
27571,136,2023-12-02,538.29
27572,181,2024-06-03,488.83
27573,728,2024-07-02,756.41
27574,816,2024-05-11,568.94
27575,255,2023-11-14,367.78
27576,199,2023-10-08,974.91
27577,160,2024-03-11,602.16
27578,680,2024-02-09,891.29
27579,606,2024-04-21,707.11
27580,271,2023-11-29,679.22
27581,113,2023-10-12,243.71
27582,958,2024-02-23,714.3
27583,945,2023-10-18,816.96
27584,266,2024-05-15,144.42
27585,414,2024-02-12,966.17
27586,283,2023-08-15,902.89
27587,227,2024-05-17,51.35
27588,405,2024-06-26,468.9
27589,967,2024-03-18,832.44
27590,967,2023-12-18,260.22
27591,736,2024-04-29,821.77
27592,987,2023-08-30,905.46
27593,729,2023-09-01,419.49
27594,954,2023-11-22,761.62
27595,333,2024-01-01,263.93
27596,317,2024-02-18,322.68
27597,887,2023-10-08,475.81
27598,177,2023-10-07,362.87
27599,381,2023-11-26,429.18
27600,170,2023-11-25,413.24
27601,907,2023-09-23,508.98
27602,891,2023-10-31,406.47
27603,385,2024-06-02,637.18
27604,920,2023-08-11,912.05
27605,870,2023-12-24,429.63
27606,830,2023-08-24,298.67
27607,610,2024-03-02,217.55
27608,980,2024-06-19,233.42
27609,699,2023-10-12,886.8
27610,502,2023-10-01,757.65
27611,316,2023-09-10,367.09
27612,60,2023-12-30,684.17
27613,856,2024-06-17,944.4
27614,532,2023-11-14,281.79
27615,840,2023-12-28,958.4
27616,295,2023-09-20,794.57
27617,698,2024-02-13,364.5
27618,923,2024-02-24,159.2
27619,512,2024-06-26,884.74
27620,743,2023-11-07,800.55
27621,231,2023-12-29,863.55
27622,524,2024-01-30,908.4
27623,910,2023-12-27,50.44
27624,622,2023-09-23,862.91
27625,1,2023-12-16,315.56
27626,356,2023-08-28,535.26
27627,968,2023-09-21,906.23
27628,95,2023-12-10,664.1
27629,139,2023-08-22,90.37
27630,21,2023-12-22,593.37
27631,226,2023-08-02,852.63
27632,990,2024-03-01,487.49
27633,998,2023-12-18,137.18
27634,805,2023-10-23,18.71
27635,924,2024-07-05,195.76
27636,474,2024-06-29,263.64
27637,462,2024-03-08,193.0
27638,424,2023-12-29,565.33
27639,1,2023-09-10,642.44
27640,987,2023-12-03,955.75
27641,737,2024-03-15,767.53
27642,51,2023-10-01,867.64
27643,948,2023-10-03,25.94
27644,168,2023-09-27,434.09
27645,275,2023-11-12,488.92
27646,831,2024-03-06,79.35
27647,316,2023-08-17,798.9
27648,224,2024-01-17,77.94
27649,512,2024-01-12,906.03
27650,541,2023-09-25,334.89
27651,397,2023-11-15,244.3
27652,303,2024-02-26,208.9
27653,712,2023-10-25,228.04
27654,23,2023-12-10,925.19
27655,264,2024-02-04,248.11
27656,339,2023-07-27,450.53
27657,423,2023-09-27,11.38
27658,690,2024-04-17,476.55
27659,498,2023-07-26,499.74
27660,568,2024-04-03,778.42
27661,360,2023-09-20,299.19
27662,614,2023-09-23,737.08
27663,872,2024-03-31,262.24
27664,189,2024-04-09,516.69
27665,531,2024-05-28,755.59
27666,394,2024-04-07,101.53
27667,245,2023-11-11,552.25
27668,457,2024-06-28,272.2
27669,545,2023-10-05,178.26
27670,61,2024-07-02,672.64
27671,433,2024-03-04,916.2
27672,834,2024-03-15,946.2
27673,39,2024-04-21,856.93
27674,367,2024-04-01,920.0
27675,66,2024-03-22,26.84
27676,347,2024-05-23,363.58
27677,79,2023-11-24,417.77
27678,844,2024-02-27,950.41
27679,990,2023-12-21,146.68
27680,23,2023-08-20,457.34
27681,7,2024-01-17,647.92
27682,152,2023-12-03,751.0
27683,8,2024-05-04,227.33
27684,774,2024-04-24,259.25
27685,130,2024-06-16,811.34
27686,837,2024-05-25,986.16
27687,103,2023-07-26,772.16
27688,78,2024-07-07,745.06
27689,982,2024-06-11,454.01
27690,600,2024-05-03,587.94
27691,29,2023-09-08,810.07
27692,794,2024-07-10,939.81
27693,92,2024-01-21,818.2
27694,802,2023-11-26,591.96
27695,430,2024-03-24,320.26
27696,802,2024-06-23,169.82
27697,7,2024-01-20,406.07
27698,142,2024-05-19,611.29
27699,577,2023-08-26,215.66
27700,507,2023-10-27,574.84
27701,30,2024-06-17,217.99
27702,603,2024-02-03,431.41
27703,398,2024-04-17,385.94
27704,490,2023-12-16,185.46
27705,820,2023-10-11,235.15
27706,284,2024-01-31,964.94
27707,263,2024-03-09,40.95
27708,239,2024-03-18,709.52
27709,153,2023-10-06,258.74
27710,647,2024-03-20,824.02
27711,286,2023-12-05,878.18
27712,172,2024-03-13,355.56
27713,140,2024-01-04,222.71
27714,231,2023-09-04,78.1
27715,851,2024-06-18,242.46
27716,532,2023-08-20,511.0
27717,851,2024-01-19,426.79
27718,568,2023-10-14,563.86
27719,839,2023-12-31,846.41
27720,621,2024-02-15,86.05
27721,920,2023-12-26,255.5
27722,788,2023-09-20,443.46
27723,745,2024-07-04,51.83
27724,406,2024-01-30,161.76
27725,799,2024-06-30,548.03
27726,701,2023-11-30,632.13
27727,733,2024-02-08,135.67
27728,249,2023-11-23,72.88
27729,549,2024-07-08,860.01
27730,543,2024-05-28,221.83
27731,653,2024-02-11,465.83
27732,79,2024-04-29,699.34
27733,919,2024-02-06,917.54
27734,586,2023-12-27,517.47
27735,917,2024-03-23,112.23
27736,554,2024-03-04,724.88
27737,539,2024-03-23,646.24
27738,801,2023-11-07,166.96
27739,672,2024-06-26,892.79
27740,149,2023-07-25,965.36
27741,425,2023-12-23,33.65
27742,897,2023-08-05,601.65
27743,511,2024-04-07,532.12
27744,595,2024-02-20,940.05
27745,614,2024-01-23,309.62
27746,914,2024-01-14,180.34
27747,339,2023-11-02,930.31
27748,488,2024-02-22,198.62
27749,48,2023-11-23,217.11
27750,973,2023-12-24,304.5
27751,416,2024-06-01,18.53
27752,507,2023-09-11,498.31
27753,309,2024-03-06,388.69
27754,952,2024-07-12,315.26
27755,646,2024-04-02,51.83
27756,364,2023-08-15,472.15
27757,237,2024-06-22,519.19
27758,821,2024-02-28,25.29
27759,800,2024-04-16,492.35
27760,230,2024-05-20,94.51
27761,269,2024-02-20,963.37
27762,311,2023-08-14,262.15
27763,830,2023-07-27,470.2
27764,702,2023-12-07,970.97
27765,81,2023-11-14,828.66
27766,357,2024-05-04,168.31
27767,482,2024-05-02,296.41
27768,476,2024-05-05,104.44
27769,186,2023-10-22,687.34
27770,328,2023-09-03,834.71
27771,197,2023-09-03,758.24
27772,483,2024-04-27,485.64
27773,561,2024-02-02,580.3
27774,867,2024-03-19,840.54
27775,580,2024-03-13,718.77
27776,563,2024-05-19,374.53
27777,932,2023-11-09,796.19
27778,958,2024-02-06,490.92
27779,902,2024-06-13,179.95
27780,352,2024-01-17,863.87
27781,934,2023-09-03,866.27
27782,848,2024-04-17,23.9
27783,189,2024-05-01,754.88
27784,512,2023-11-14,643.26
27785,489,2024-04-22,647.82
27786,945,2024-03-09,967.08
27787,584,2023-10-17,773.94
27788,157,2023-11-27,570.0
27789,415,2023-11-09,723.17
27790,908,2023-11-20,244.85
27791,71,2023-09-21,189.6
27792,800,2024-01-29,618.33
27793,547,2024-01-10,401.4
27794,754,2024-06-11,476.64
27795,620,2024-07-13,251.04
27796,413,2024-02-09,293.15
27797,749,2023-12-24,981.64
27798,731,2024-06-15,576.64
27799,531,2024-04-16,318.4
27800,902,2023-12-14,595.84
27801,618,2024-03-24,813.64
27802,729,2024-06-01,152.54
27803,400,2024-03-11,961.33
27804,801,2024-02-07,894.69
27805,362,2024-03-11,385.68
27806,635,2024-01-04,54.37
27807,792,2024-01-06,355.72
27808,765,2024-06-29,338.29
27809,144,2024-04-30,244.84
27810,196,2024-03-26,97.71
27811,388,2023-10-21,935.79
27812,624,2024-05-03,461.19
27813,161,2024-06-17,464.93
27814,83,2024-03-30,94.44
27815,140,2023-12-17,628.11
27816,225,2023-09-06,714.15
27817,912,2024-02-01,155.89
27818,79,2023-08-22,512.92
27819,943,2023-11-01,515.02
27820,139,2024-04-22,808.44
27821,598,2023-12-27,82.38
27822,153,2024-01-02,700.67
27823,91,2023-10-06,973.45
27824,885,2024-05-28,238.33
27825,105,2023-11-02,398.39
27826,999,2024-03-22,600.41
27827,594,2023-08-10,362.44
27828,770,2023-08-18,810.56
27829,277,2024-04-18,850.8
27830,607,2024-05-28,366.07
27831,232,2024-03-26,166.39
27832,717,2024-05-04,986.6
27833,516,2023-09-02,159.79
27834,353,2024-01-29,639.78
27835,67,2023-12-29,941.53
27836,264,2023-07-23,387.96
27837,314,2024-03-04,427.54
27838,849,2023-12-10,560.81
27839,153,2024-04-05,801.57
27840,577,2023-10-03,228.18
27841,707,2023-09-09,454.85
27842,528,2024-03-29,399.5
27843,820,2023-12-20,376.14
27844,953,2024-04-01,500.95
27845,173,2024-06-27,677.45
27846,726,2023-08-19,232.31
27847,374,2023-11-27,719.57
27848,437,2023-11-23,233.12
27849,297,2024-07-07,24.12
27850,336,2024-03-17,647.04
27851,7,2024-03-13,845.2
27852,653,2023-09-20,886.38
27853,402,2024-01-19,514.58
27854,254,2024-02-13,54.55
27855,226,2024-03-21,347.15
27856,177,2023-09-11,142.25
27857,171,2023-11-27,294.94
27858,4,2024-04-30,764.03
27859,348,2023-09-24,488.37
27860,267,2023-09-11,574.83
27861,274,2023-10-09,54.95
27862,828,2023-07-29,283.52
27863,930,2023-08-07,573.42
27864,74,2024-05-20,709.04
27865,220,2024-02-12,471.62
27866,561,2023-10-05,83.05
27867,634,2024-02-17,919.52
27868,342,2023-09-08,102.22
27869,153,2024-06-01,577.2
27870,514,2024-01-22,322.21
27871,199,2023-08-07,609.18
27872,811,2024-04-08,868.2
27873,336,2023-08-07,407.98
27874,723,2023-07-23,802.17
27875,86,2024-05-15,231.3
27876,886,2023-11-17,799.37
27877,309,2023-08-07,92.57
27878,860,2024-03-25,171.04
27879,804,2024-03-18,935.48
27880,819,2024-06-10,592.72
27881,741,2023-09-18,483.48
27882,852,2023-09-26,793.33
27883,156,2024-05-06,930.74
27884,777,2024-01-12,854.72
27885,563,2024-03-23,180.71
27886,823,2023-08-13,980.92
27887,75,2023-12-02,968.17
27888,182,2023-08-31,855.77
27889,10,2023-11-29,868.46
27890,631,2024-06-30,831.8
27891,868,2023-10-11,290.54
27892,733,2023-07-27,45.49
27893,658,2023-07-25,745.52
27894,570,2024-04-30,252.99
27895,454,2023-09-28,430.98
27896,570,2023-11-05,95.84
27897,620,2024-03-04,243.9
27898,423,2024-02-09,811.89
27899,338,2024-01-24,298.21
27900,391,2024-01-12,81.29
27901,487,2024-03-16,442.84
27902,748,2024-06-22,488.04
27903,468,2023-08-15,135.04
27904,942,2024-06-14,865.55
27905,612,2023-09-16,773.17
27906,513,2024-03-27,803.73
27907,672,2023-09-26,133.98
27908,991,2023-10-04,351.6
27909,508,2024-07-11,214.23
27910,334,2023-12-25,847.0
27911,642,2024-07-04,296.77
27912,26,2023-12-28,909.3
27913,654,2024-04-15,574.48
27914,369,2024-01-26,840.38
27915,425,2024-07-06,448.09
27916,49,2023-07-31,780.9
27917,127,2024-02-05,817.32
27918,348,2024-06-29,631.64
27919,206,2023-12-26,684.83
27920,400,2023-11-10,78.43
27921,763,2024-03-20,313.14
27922,825,2023-08-17,506.77
27923,443,2023-08-07,65.61
27924,487,2023-10-01,183.32
27925,411,2024-01-31,146.41
27926,695,2024-05-05,479.38
27927,196,2024-05-09,150.04
27928,918,2023-11-22,215.78
27929,143,2024-01-30,729.2
27930,313,2023-07-25,239.0
27931,137,2023-09-19,977.07
27932,576,2024-07-15,942.78
27933,250,2023-10-26,568.26
27934,644,2023-11-15,336.95
27935,331,2024-01-29,219.44
27936,892,2024-02-08,751.98
27937,530,2024-05-25,293.03
27938,226,2024-02-26,134.86
27939,861,2023-09-05,569.13
27940,704,2024-01-23,965.23
27941,221,2024-03-26,76.58
27942,884,2024-01-09,795.0
27943,717,2024-07-10,573.93
27944,970,2023-11-02,380.59
27945,726,2023-10-16,952.5
27946,637,2024-01-28,881.33
27947,567,2024-05-22,54.02
27948,176,2023-12-12,311.97
27949,60,2023-12-13,194.55
27950,750,2023-12-23,162.95
27951,940,2024-05-31,785.38
27952,136,2024-02-24,550.62
27953,647,2023-08-13,899.47
27954,412,2024-04-20,358.29
27955,419,2024-02-28,491.8
27956,429,2023-10-31,104.71
27957,599,2023-08-30,819.14
27958,864,2023-08-18,688.15
27959,710,2024-05-03,779.52
27960,804,2024-05-23,807.59
27961,342,2023-08-30,468.01
27962,493,2024-06-21,970.99
27963,306,2024-04-12,408.48
27964,75,2023-12-22,808.42
27965,333,2024-04-18,431.08
27966,172,2023-10-05,81.63
27967,222,2023-07-24,136.9
27968,724,2024-01-30,538.34
27969,473,2023-08-13,653.75
27970,298,2024-03-17,487.54
27971,950,2023-08-26,341.44
27972,496,2024-03-29,814.8
27973,283,2023-08-18,926.52
27974,905,2023-07-29,957.29
27975,591,2024-02-19,135.79
27976,597,2024-01-13,355.91
27977,715,2023-11-04,225.94
27978,794,2024-02-24,312.34
27979,727,2024-01-23,108.67
27980,434,2024-02-11,514.67
27981,574,2024-06-01,224.66
27982,868,2023-08-28,828.75
27983,335,2023-10-07,884.36
27984,44,2023-10-19,227.5
27985,329,2023-09-08,737.39
27986,896,2023-12-19,480.31
27987,664,2024-04-01,885.62
27988,113,2023-07-17,843.66
27989,686,2024-05-20,416.66
27990,389,2023-12-01,330.47
27991,551,2023-08-30,71.85
27992,620,2023-09-13,241.53
27993,436,2023-09-24,124.89
27994,470,2023-12-31,769.82
27995,1000,2023-11-08,985.47
27996,706,2024-02-26,328.71
27997,783,2024-06-14,747.55
27998,513,2023-12-04,715.36
27999,337,2023-11-09,487.63
28000,816,2023-11-10,320.83
28001,18,2024-07-06,696.51
28002,677,2023-12-24,702.78
28003,334,2024-05-21,133.24
28004,341,2023-08-05,96.2
28005,220,2024-04-01,38.95
28006,322,2024-05-09,564.91
28007,147,2023-08-25,605.12
28008,928,2023-12-18,966.1
28009,902,2023-12-18,876.94
28010,400,2023-11-07,27.19
28011,565,2024-04-24,913.93
28012,500,2023-12-23,476.89
28013,479,2023-12-02,244.26
28014,394,2023-10-19,255.01
28015,620,2024-04-02,612.24
28016,507,2023-09-17,250.91
28017,736,2023-09-11,358.18
28018,801,2024-05-25,915.72
28019,449,2024-02-25,882.51
28020,816,2023-11-08,358.47
28021,86,2024-07-09,851.4
28022,872,2024-04-28,716.2
28023,875,2024-01-24,324.59
28024,392,2024-07-01,40.24
28025,779,2023-09-12,492.18
28026,711,2024-03-04,672.5
28027,204,2024-05-26,816.25
28028,484,2024-03-26,656.37
28029,541,2023-10-19,888.46
28030,446,2024-04-09,98.63
28031,172,2023-12-20,904.97
28032,330,2024-05-21,428.45
28033,797,2023-08-02,88.41
28034,837,2024-03-24,637.36
28035,971,2023-08-14,151.78
28036,441,2023-08-03,883.53
28037,31,2023-11-02,491.45
28038,132,2024-07-07,474.32
28039,4,2023-10-24,634.25
28040,752,2024-04-04,138.66
28041,215,2024-06-29,559.15
28042,109,2024-05-08,106.09
28043,763,2024-04-13,534.46
28044,687,2024-03-02,858.28
28045,241,2024-03-27,98.93
28046,425,2024-01-21,597.9
28047,39,2024-06-13,791.45
28048,25,2024-05-13,837.53
28049,563,2023-10-23,62.39
28050,890,2024-05-16,934.35
28051,751,2023-11-30,85.29
28052,18,2023-10-08,422.91
28053,282,2023-09-22,665.77
28054,747,2024-01-05,446.94
28055,408,2024-07-07,188.17
28056,544,2024-01-25,200.18
28057,898,2023-09-18,428.62
28058,608,2023-07-21,470.89
28059,136,2023-11-22,355.96
28060,71,2024-05-06,97.09
28061,841,2024-03-06,660.06
28062,321,2024-04-27,39.74
28063,65,2024-02-06,18.55
28064,673,2023-10-29,500.93
28065,334,2024-06-07,343.04
28066,402,2024-04-15,365.06
28067,105,2024-02-11,466.05
28068,694,2023-07-28,537.51
28069,166,2023-10-24,473.58
28070,797,2023-10-01,702.83
28071,119,2024-01-15,907.72
28072,796,2024-05-06,563.74
28073,437,2024-01-03,903.71
28074,702,2023-10-10,583.39
28075,132,2023-07-29,650.12
28076,652,2024-05-19,44.83
28077,612,2024-01-03,504.62
28078,925,2023-10-30,57.83
28079,701,2023-07-30,976.53
28080,181,2023-10-05,612.91
28081,605,2023-08-22,436.48
28082,182,2024-06-23,17.93
28083,787,2023-08-18,754.64
28084,355,2024-06-04,722.3
28085,586,2023-08-07,984.12
28086,590,2023-08-03,266.9
28087,501,2023-11-26,367.15
28088,963,2024-04-17,312.03
28089,245,2023-10-16,413.77
28090,510,2024-01-08,657.25
28091,600,2023-09-16,197.37
28092,300,2023-09-16,791.25
28093,466,2023-12-11,886.95
28094,32,2024-06-07,628.99
28095,540,2024-06-25,837.82
28096,403,2024-01-01,709.26
28097,397,2024-02-13,249.15
28098,346,2023-10-29,602.77
28099,353,2024-01-24,205.52
28100,463,2023-11-24,67.26
28101,138,2024-01-17,390.6
28102,789,2024-02-10,128.34
28103,700,2023-08-19,825.31
28104,419,2024-06-10,573.51
28105,883,2024-06-02,949.09
28106,673,2024-02-10,692.61
28107,348,2023-08-11,960.27
28108,418,2024-01-05,114.0
28109,749,2023-08-15,597.48
28110,28,2023-08-17,187.23
28111,762,2023-10-24,481.42
28112,473,2024-04-30,249.41
28113,845,2023-07-19,684.76
28114,907,2023-10-30,372.5
28115,794,2023-09-08,622.24
28116,177,2023-11-27,658.06
28117,210,2024-01-07,47.3
28118,493,2024-02-14,443.13
28119,161,2024-06-30,259.92
28120,694,2024-05-17,188.91
28121,61,2024-03-23,765.13
28122,683,2024-03-04,831.03
28123,422,2024-07-16,498.05
28124,591,2023-07-21,827.44
28125,920,2024-06-12,212.41
28126,580,2023-10-21,492.5
28127,756,2024-02-09,696.27
28128,94,2023-11-10,218.92
28129,35,2023-11-24,313.01
28130,772,2024-05-29,40.25
28131,378,2023-09-14,316.77
28132,544,2024-06-01,345.49
28133,116,2024-01-07,381.78
28134,575,2024-05-02,92.71
28135,704,2023-11-08,160.08
28136,729,2024-02-01,441.86
28137,108,2023-10-29,972.0
28138,188,2024-01-16,249.95
28139,700,2024-06-14,502.05
28140,198,2024-03-27,144.23
28141,515,2023-11-03,63.82
28142,828,2024-01-26,226.74
28143,564,2024-01-16,829.14
28144,139,2024-06-30,433.97
28145,631,2024-07-05,424.28
28146,481,2023-11-09,34.05
28147,139,2023-09-30,379.65
28148,479,2024-06-28,591.1
28149,229,2024-01-08,522.86
28150,370,2024-01-16,55.88
28151,95,2024-06-18,659.98
28152,44,2023-08-17,257.08
28153,233,2024-01-18,762.8
28154,619,2023-12-25,235.12
28155,660,2023-12-19,909.87
28156,356,2023-12-22,147.91
28157,721,2024-07-07,420.81
28158,934,2024-04-09,725.29
28159,54,2024-06-26,381.51
28160,548,2024-04-20,384.28
28161,710,2023-11-24,242.45
28162,945,2024-03-06,539.81
28163,814,2023-10-02,664.65
28164,5,2024-05-25,113.28
28165,657,2023-09-28,519.21
28166,984,2023-07-25,773.06
28167,983,2024-07-14,81.01
28168,684,2024-04-16,798.91
28169,60,2023-12-21,50.14
28170,766,2024-06-23,124.37
28171,234,2024-01-01,94.54
28172,820,2023-12-07,879.11
28173,272,2024-03-08,299.35
28174,481,2023-08-04,738.09
28175,614,2024-05-07,995.05
28176,308,2023-11-11,238.58
28177,239,2024-01-19,328.52
28178,207,2024-04-25,395.59
28179,795,2024-02-21,923.06
28180,846,2024-02-03,414.08
28181,549,2023-09-07,169.63
28182,697,2023-09-02,413.04
28183,209,2023-12-31,596.02
28184,588,2023-09-22,318.7
28185,915,2023-09-02,586.27
28186,552,2023-09-03,850.5
28187,425,2024-04-15,380.96
28188,1000,2024-02-07,229.93
28189,512,2023-08-09,265.78
28190,936,2024-03-22,518.86
28191,594,2023-07-22,879.87
28192,779,2024-03-21,609.31
28193,112,2023-09-09,575.44
28194,856,2024-06-24,508.89
28195,90,2024-04-05,899.24
28196,375,2024-01-18,745.58
28197,769,2024-04-28,53.04
28198,359,2023-08-11,851.92
28199,305,2023-07-24,583.55
28200,725,2024-05-27,990.47
28201,498,2023-07-24,861.71
28202,998,2023-11-14,495.21
28203,552,2024-03-21,58.5
28204,541,2023-08-30,89.38
28205,454,2023-09-28,943.0
28206,297,2024-06-06,696.03
28207,325,2023-08-19,745.44
28208,886,2023-07-30,394.97
28209,306,2024-03-29,275.12
28210,340,2024-05-18,642.41
28211,818,2024-06-25,12.28
28212,623,2023-11-28,710.37
28213,419,2024-01-23,251.23
28214,979,2023-11-18,208.69
28215,716,2024-06-19,725.15
28216,95,2023-08-30,882.09
28217,232,2024-03-03,732.91
28218,93,2024-07-10,480.0
28219,221,2024-04-19,541.65
28220,522,2024-05-20,753.54
28221,431,2023-07-21,368.29
28222,414,2023-10-14,964.98
28223,732,2023-08-21,956.29
28224,347,2024-04-19,580.75
28225,118,2023-07-27,662.09
28226,273,2023-12-19,902.6
28227,331,2024-05-30,360.05
28228,607,2024-04-14,98.64
28229,330,2024-01-10,124.7
28230,953,2023-08-18,100.04
28231,149,2023-11-13,373.35
28232,671,2023-12-12,447.3
28233,228,2023-12-11,809.67
28234,656,2024-02-07,762.14
28235,874,2024-05-30,529.11
28236,564,2023-09-06,374.48
28237,1,2024-03-03,582.15
28238,851,2024-01-31,877.57
28239,813,2023-09-22,799.92
28240,969,2024-05-27,315.67
28241,543,2023-09-01,961.19
28242,867,2023-11-17,820.7
28243,264,2023-09-09,279.44
28244,429,2023-12-25,836.48
28245,617,2024-03-02,158.94
28246,994,2023-10-24,501.86
28247,835,2024-01-20,905.53
28248,522,2024-02-27,486.05
28249,640,2023-12-26,951.63
28250,272,2024-05-26,530.4
28251,568,2023-12-18,744.34
28252,871,2024-03-01,72.06
28253,448,2023-12-02,320.09
28254,774,2024-05-18,707.29
28255,898,2023-11-14,608.95
28256,493,2023-10-06,87.05
28257,670,2023-10-10,668.35
28258,165,2024-02-03,127.68
28259,402,2023-12-25,872.03
28260,539,2024-05-22,624.94
28261,877,2023-12-24,861.76
28262,277,2024-01-31,653.03
28263,516,2023-08-04,986.24
28264,234,2024-05-08,608.03
28265,548,2024-04-28,420.22
28266,319,2024-04-03,905.66
28267,957,2024-05-26,497.36
28268,23,2024-07-13,640.7
28269,302,2023-12-10,940.8
28270,390,2023-09-05,56.48
28271,312,2023-10-28,383.13
28272,30,2024-03-17,623.3
28273,979,2023-09-19,229.75
28274,343,2023-11-02,754.47
28275,566,2023-08-07,798.09
28276,990,2023-10-24,711.59
28277,919,2024-06-13,805.49
28278,389,2024-01-13,933.72
28279,737,2023-11-21,863.36
28280,138,2023-11-01,861.49
28281,296,2023-10-18,798.48
28282,980,2024-05-11,195.88
28283,789,2024-05-25,955.8
28284,549,2024-05-26,717.25
28285,5,2023-12-10,954.15
28286,356,2023-08-02,314.56
28287,246,2023-08-03,735.19
28288,52,2023-11-22,621.89
28289,742,2024-05-16,785.9
28290,200,2024-03-04,107.11
28291,891,2023-11-20,368.45
28292,242,2024-04-10,875.21
28293,651,2023-12-02,606.31
28294,431,2024-01-13,487.65
28295,514,2024-06-16,393.6
28296,338,2023-07-22,706.73
28297,965,2024-01-07,68.18
28298,86,2024-06-19,888.4
28299,335,2023-10-06,557.11
28300,207,2024-03-23,581.1
28301,767,2023-11-25,274.02
28302,659,2024-01-21,22.92
28303,412,2024-03-02,87.23
28304,70,2024-03-31,856.63
28305,397,2023-09-12,487.83
28306,651,2023-08-29,229.58
28307,54,2024-06-14,755.57
28308,29,2024-05-05,704.81
28309,263,2024-05-02,504.38
28310,730,2024-04-19,160.76
28311,144,2023-09-09,871.49
28312,752,2023-09-15,314.22
28313,593,2023-08-08,585.47
28314,107,2024-02-16,700.99
28315,857,2024-03-02,150.71
28316,196,2023-08-22,716.1
28317,289,2024-04-16,819.08
28318,231,2024-01-13,152.07
28319,67,2023-09-09,189.74
28320,457,2024-02-27,487.18
28321,547,2024-04-09,383.27
28322,302,2023-12-07,869.45
28323,718,2023-07-25,241.73
28324,97,2024-05-17,271.04
28325,336,2024-02-25,549.95
28326,950,2024-06-07,915.47
